boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
4053000,36081053000,Queens,St. Albans,530,73.0,52.8,Protect,667,393.0,12.0,34.0,50.97451274362819,36324.46776611694,93.40290381125237,69.5
3040200,36047040200,Brooklyn,Gravesend (West),402,56.5,52.8,Protect,911,506.0,16.0,9.0,9.879253567508233,55640.4731064764,92.22110552763843,61.7
2024502,36005024502,Bronx,University Heights (South)-Morris Heights,245.02,26.6,52.7,Monitor,1165,1070.0,34.0,117.0,100.42918454935622,25724.575107296136,111.26050420168076,27.0
4016100,36081016100,Queens,Astoria (East)-Woodside (North),161,66.5,52.7,Protect,850,428.0,14.0,11.0,12.941176470588236,62903.50588235294,90.06437768240357,57.5
3036300,36047036300,Brooklyn,Ocean Hill,363,69.4,52.7,Preserve,2191,410.0,13.0,171.0,78.04655408489275,44915.02510269283,73.15801886792474,68.2
3049900,36047049900,Brooklyn,Greenpoint,499,39.3,52.6,Monitor,1403,722.0,23.0,5.0,3.5637918745545263,128690.43905915895,90.55445544554482,41.1
3073400,36047073400,Brooklyn,Flatlands,734,67.8,52.6,Protect,489,419.0,13.0,11.0,22.494887525562373,37560.122699386506,105.56090651558088,77.4
2045102,36005045102,Bronx,Wakefield-Woodlawn,451.02,36.3,52.5,Monitor,963,780.0,25.0,23.0,23.883696780893043,30163.395638629285,102.46229508196711,35.2
3048900,36047048900,Brooklyn,East Williamsburg,489,63.8,52.5,Preserve,1425,445.0,14.0,29.0,20.350877192982455,54666.31578947369,80.5,60.4
4043900,36081043900,Queens,Corona,439,65.9,52.4,Protect,1256,429.0,13.0,24.0,19.108280254777068,55810.09156050955,82.17061611374402,59.8
3074400,36047074400,Brooklyn,Flatlands,744,58.5,52.4,Protect,624,483.0,15.0,5.0,8.012820512820513,56120.625,100.94929006085204,68.1
4037900,36081037900,Queens,North Corona,379,68.4,52.3,Preserve,1517,413.0,13.0,41.0,27.027027027027028,54387.05405405405,78.538775510204,54.5
1001402,36061001402,Manhattan,Lower East Side,14.02,18.1,52.3,Produce,3086,1557.0,49.0,0.0,0.0,151815.49967595594,90.08450704225356,19.5
3046400,36047046400,Brooklyn,Mapleton-Midwood (West),464,48.1,52.2,Monitor,923,586.0,18.0,5.0,5.417118093174431,84727.30552546046,94.97808219178091,47.8
1010801,36061010801,Manhattan,East Midtown-Turtle Bay,108.01,19.9,52.2,Produce,2282,1416.0,44.0,0.0,0.0,142480.50219106048,94.51923076923072,21.5
4022002,36081022002,Queens,Jamaica Hills-Briarwood,220.02,47.1,52.2,Produce,2679,597.0,19.0,59.0,22.023142963792463,43984.11758118701,75.49309664694283,49.8
3114201,36047114201,Brooklyn,Cypress Hills,1142.01,76.7,52.1,Protect,515,366.0,11.0,19.0,36.89320388349515,37513.51456310679,98.03529411764725,79.5
3069000,36047069000,Brooklyn,Flatlands,690,69.2,52.1,Protect,611,406.0,13.0,17.0,27.823240589198036,38358.51063829787,95.97777777777765,72.5
1009600,36061009600,Manhattan,Midtown-Times Square,96,92.4,52.0,Protect,468,303.0,9.0,10.0,21.367521367521366,440381.7521367521,95.47826086956525,94.8
4017000,36081017000,Queens,South Ozone Park,170,65.0,52.0,Protect,712,431.0,13.0,22.0,30.89887640449438,36925.57584269663,94.0126315789471,74.4
3029000,36047029000,Brooklyn,Bensonhurst,290,53.2,51.9,Preserve,1600,524.0,16.0,42.0,26.25,40207.92,81.26778242677847,45.2
2023704,36005023704,Bronx,Fordham Heights,237.04,34.2,51.9,Produce,1420,815.0,25.0,162.0,114.08450704225352,27969.0,92.97777777777765,34.8
2007200,36005007200,Bronx,Castle Hill-Unionport,72,32.6,51.8,Produce,1757,855.0,27.0,67.0,38.13318155947638,29412.293682413205,89.39898989899007,35.3
4052600,36081052600,Queens,St. Albans,526,66.0,51.8,Protect,566,422.0,13.0,15.0,26.501766784452297,36864.64664310954,99.70938215102956,72.6
2041900,36005041900,Bronx,Norwood,419,14.9,51.8,Produce,2662,1867.0,58.0,177.0,66.49135987978963,24342.06874530428,97.61240310077528,14.3
4018402,36081018402,Queens,Baisley Park,184.02,72.9,51.7,Protect,639,382.0,12.0,31.0,48.5133020344288,36441.36150234742,93.71926229508199,73.5
4018700,36081018700,Queens,Sunnyside,187,53.6,51.7,Protect,1127,519.0,16.0,17.0,15.084294587400176,43666.03549245785,88.15212527964195,52.9
3016600,36047016600,Brooklyn,Dyker Heights,166,43.4,51.6,Monitor,914,637.0,20.0,4.0,4.3763676148796495,66429.42013129103,97.38142620232156,55.8
4036100,36081036100,Queens,East Elmhurst,361,71.4,51.6,Protect,771,388.0,12.0,21.0,27.237354085603112,42157.67963683528,90.05507246376806,62.3
3027800,36047027800,Brooklyn,Bensonhurst,278,55.6,51.5,Protect,1257,496.0,15.0,27.0,21.479713603818613,41682.299920445505,84.8542510121456,62.9
3111800,36047111800,Brooklyn,East New York-New Lots,1118,66.9,51.5,Protect,1023,413.0,13.0,73.0,71.35874877810362,36479.60019550342,85.16195372750644,65.2
4033000,36081033000,Queens,Springfield Gardens (North)-Rochdale Village,330,43.9,51.4,Produce,2018,623.0,19.0,77.0,38.156590683845394,34643.67046580773,80.28031953522168,47.8
2025600,36005025600,Bronx,Morris Park,256,53.8,51.4,Protect,654,507.0,16.0,20.0,30.581039755351682,33503.71559633027,101.03999999999996,45.7
2025700,36005025700,Bronx,University Heights (North)-Fordham,257,47.5,51.3,Monitor,676,573.0,18.0,51.0,75.44378698224851,29165.85798816568,104.88524590163911,48.4
2021900,36005021900,Bronx,Mount Eden-Claremont (West),219,72.3,51.3,Protect,1036,377.0,12.0,32.0,30.88803088803089,45684.54054054054,83.5625,70.6
4012000,36081012000,Queens,South Richmond Hill,120,58.5,51.3,Protect,624,465.0,14.0,15.0,24.03846153846154,35958.317307692305,99.72812500000009,39.3
4007700,36081007700,Queens,Old Astoria-Hallets Point,77,64.4,51.2,Protect,1182,421.0,13.0,17.0,14.382402707275803,80373.91455160745,83.21764705882356,59.0
4072900,36081072900,Queens,Forest Hills,729,78.2,51.2,Protect,525,348.0,11.0,7.0,13.333333333333334,75728.73142857142,95.89285714285711,83.3
2021502,36005021502,Bronx,University Heights (South)-Morris Heights,215.02,25.5,51.1,Produce,2456,1063.0,33.0,185.0,75.32573289902281,27201.791530944625,86.92561983471069,25.5
3044600,36047044600,Brooklyn,Mapleton-Midwood (West),446,75.6,51.1,Protect,688,358.0,11.0,11.0,15.988372093023257,63263.623546511626,90.78688524590166,73.3
1013603,36061013603,Manhattan,Upper East Side-Yorkville,136.03,18.5,51.0,Produce,2554,1463.0,45.0,0.0,0.0,103046.47611589663,92.9545454545455,20.1
1002000,36061002000,Manhattan,East Village,20,63.4,51.0,Preserve,1861,426.0,13.0,49.0,26.32993014508329,55784.040838259,76.0,75.9
1003601,36061003601,Manhattan,Lower East Side,36.01,22.5,50.9,Produce,1711,1192.0,36.0,0.0,0.0,197335.86616014026,97.3424657534249,24.6
3090000,36047090000,Brooklyn,Brownsville,900,58.4,50.9,Preserve,2062,462.0,14.0,138.0,66.92531522793405,38968.48690591659,75.58241758241752,55.9
2040701,36005040701,Bronx,Bedford Park,407.01,36.1,50.9,Produce,1572,742.0,23.0,99.0,62.977099236641216,29236.736641221374,88.61111111111131,35.7
2021602,36005021602,Bronx,Parkchester,216.02,94.6,50.8,Protect,469,283.0,9.0,117.0,249.46695095948826,44740.04904051173,93.94915254237276,94.6
2015100,36005015100,Bronx,Morrisania,151,35.9,50.8,Produce,2064,741.0,23.0,234.0,113.3720930232558,29584.41085271318,83.33918128654955,36.5
3056301,36047056301,Brooklyn,Greenpoint,563.01,18.3,50.7,Produce,2646,1453.0,44.0,0.0,0.0,118658.07218442933,91.88046647230317,19.9
1002400,36061002400,Manhattan,East Village,24,62.3,50.7,Preserve,1790,426.0,13.0,37.0,20.670391061452513,69684.63687150838,76.66666666666674,77.3
4000200,36081000200,Queens,Woodhaven,2,43.3,50.6,Monitor,908,612.0,19.0,21.0,23.127753303964756,33238.31497797357,96.36283185840716,37.5
4050400,36081050400,Queens,St. Albans,504,86.4,50.6,Protect,512,306.0,9.0,25.0,48.828125,41936.19140625,93.72622478386165,88.0
3012801,36047012801,Brooklyn,Dyker Heights,128.01,62.5,50.5,Protect,694,422.0,13.0,7.0,10.086455331412104,62020.1613832853,94.08133971291886,81.6
4045400,36081045400,Queens,Jamaica Hills-Briarwood,454,63.9,50.5,Preserve,1459,413.0,13.0,47.0,32.213845099383136,44148.03358464702,79.04437869822482,64.3
2030900,36005030900,Bronx,Riverdale-Spuyten Duyvil,309,60.5,50.4,Preserve,1484,434.0,13.0,25.0,16.846361185983827,66232.11590296496,79.46268656716393,57.4
2034500,36005034500,Bronx,Riverdale-Spuyten Duyvil,345,49.6,50.4,Produce,1776,531.0,16.0,40.0,22.52252252252252,41139.35135135135,79.79329608938565,52.5
4016800,36081016800,Queens,South Ozone Park,168,55.4,50.4,Protect,770,474.0,14.0,20.0,25.974025974025977,36069.42857142857,94.4605263157896,61.5
4074300,36081074300,Queens,Forest Hills,743,44.9,50.3,Produce,1872,585.0,18.0,22.0,11.752136752136751,49902.51602564102,80.53437499999995,54.5
4020200,36081020200,Queens,South Jamaica,202,84.2,50.3,Protect,435,312.0,9.0,11.0,25.28735632183908,46892.06896551724,98.2929292929291,90.4
3030700,36047030700,Brooklyn,Crown Heights (North),307,31.0,50.2,Produce,2291,843.0,25.0,122.0,53.25185508511567,29017.442164993452,83.75087719298244,33.0
3045200,36047045200,Brooklyn,Mapleton-Midwood (West),452,50.3,50.2,Protect,959,520.0,16.0,7.0,7.299270072992701,75551.8008342023,91.65329512894004,51.2
4036300,36081036300,Queens,East Elmhurst,363,79.0,50.1,Protect,652,330.0,10.0,21.0,32.20858895705521,43843.10429447853,90.14333333333366,77.1
1015101,36061015101,Manhattan,Upper West Side-Lincoln Square,151.01,20.1,50.1,Produce,1821,1299.0,39.0,0.0,0.0,87346.70510708402,98.11111111111131,22.2
4015300,36081015300,Queens,Astoria (East)-Woodside (North),153,66.6,50.0,Protect,1014,390.0,12.0,20.0,19.723865877712033,51940.20710059172,84.5,51.8
3054700,36047054700,Brooklyn,Williamsburg,547,35.2,50.0,Produce,3262,736.0,22.0,21.0,6.437768240343348,137029.9886572655,75.70921985815608,32.2
1013602,36061013602,Manhattan,Upper East Side-Yorkville,136.02,17.4,50.0,Produce,2985,1495.0,45.0,0.0,0.0,128618.79698492463,90.01886792452842,18.9
2023501,36005023501,Bronx,Mount Hope,235.01,32.2,49.9,Monitor,1124,805.0,24.0,119.0,105.87188612099645,27015.480427046263,98.24000000000001,32.8
2019500,36005019500,Bronx,Concourse-Concourse Village,195,17.9,49.9,Produce,2826,1446.0,43.0,256.0,90.58740268931352,25518.36518046709,90.36363636363649,17.5
2017902,36005017902,Bronx,Mount Eden-Claremont (West),179.02,33.9,49.8,Monitor,1316,760.0,23.0,142.0,107.90273556231003,27850.031155015196,93.02941176470608,34.5
3119400,36047119400,Brooklyn,East New York (North),1194,70.3,49.8,Protect,1358,368.0,11.0,109.0,80.26509572901327,40258.816642120764,78.4586614173229,71.2
4040400,36081040400,Queens,St. Albans,404,47.7,49.7,Monitor,1302,540.0,16.0,55.0,42.242703533026116,33745.0,85.9451073985681,48.7
4044000,36081044000,Queens,South Jamaica,440,45.6,49.7,Monitor,1200,563.0,17.0,95.0,79.16666666666666,31086.575,88.47739361702111,44.6
3111000,36047111000,Brooklyn,East New York-New Lots,1110,50.7,49.6,Protect,1316,506.0,15.0,76.0,57.75075987841945,33984.574468085106,84.5,37.4
2037200,36005037200,Bronx,Williamsbridge-Olinville,372,69.1,49.6,Protect,796,370.0,11.0,51.0,64.07035175879398,36265.997487437184,88.29333333333352,67.3
3000200,36047000200,Brooklyn,Sunset Park (West),2,87.0,49.6,Protect,344,294.0,9.0,6.0,17.441860465116278,59495.232558139534,105.51923076923072,96.9
4053800,36081053800,Queens,Queens Village,538,77.6,49.5,Protect,452,330.0,10.0,13.0,28.761061946902654,39880.818584070796,98.80821917808248,81.0
2006000,36005006000,Bronx,West Farms,60,60.6,49.5,Protect,442,422.0,13.0,36.0,81.44796380090499,30740.633484162896,116.64150943396248,61.6
4020400,36081020400,Queens,Jamaica,204,83.9,49.4,Protect,668,304.0,9.0,28.0,41.91616766467065,45663.72754491018,87.9451612903224,88.5
3019400,36047019400,Brooklyn,Dyker Heights,194,49.2,49.4,Monitor,1220,518.0,15.0,12.0,9.836065573770492,54724.05245901639,86.42452830188677,30.1
4056600,36081056600,Queens,Queens Village,566,94.6,49.3,Protect,450,268.0,8.0,32.0,71.11111111111111,49451.6,93.67975830815726,92.7
1002601,36061002601,Manhattan,East Village,26.01,20.5,49.3,Produce,1751,1238.0,37.0,0.0,0.0,103755.46887492861,97.82417582417611,22.6
4115700,36081115700,Queens,Murray Hill-Broadway Flushing,1157,50.3,49.2,Protect,1342,504.0,15.0,13.0,9.687034277198212,68392.17734724292,84.02207505518754,34.2
4036800,36081036800,Queens,St. Albans,368,64.1,49.2,Protect,778,396.0,12.0,39.0,50.12853470437018,35531.105398457585,90.22841726618731,62.8
3112000,36047112000,Brooklyn,East New York-New Lots,1120,69.7,49.1,Protect,1062,361.0,11.0,69.0,64.97175141242937,38826.86440677966,82.13022113022112,69.6
4011100,36081011100,Queens,Astoria (North)-Ditmars-Steinway,111,46.4,49.1,Monitor,1244,544.0,16.0,13.0,10.45016077170418,47580.434083601285,87.07857142857165,39.3
4065000,36081065000,Queens,Laurelton,650,58.0,49.1,Protect,840,434.0,13.0,22.0,26.19047619047619,37725.357142857145,90.6426592797784,54.9
2044902,36005044902,Bronx,Wakefield-Woodlawn,449.02,55.3,49.0,Protect,949,454.0,13.0,28.0,29.50474183350896,36577.96628029505,88.85582822085871,49.5
4062600,36081062600,Queens,Laurelton,626,62.0,49.0,Protect,859,405.0,12.0,23.0,26.77532013969732,39673.30616996508,88.57774607703277,64.1
4063200,36081063200,Queens,Laurelton,632,75.4,48.9,Protect,640,332.0,10.0,23.0,35.9375,40217.578125,90.67667844522953,72.3
1010100,36061010100,Manhattan,Midtown South-Flatiron-Union Square,101,59.7,48.9,Preserve,1795,420.0,12.0,27.0,15.041782729805014,192490.65961002785,76.23076923076928,56.4
2034000,36005034000,Bronx,Allerton,340,45.5,48.8,Produce,1854,549.0,16.0,155.0,83.60302049622437,33222.12783171521,79.65942028985523,46.0
3068200,36047068200,Brooklyn,Flatlands,682,65.1,48.8,Protect,833,384.0,11.0,29.0,34.813925570228086,38384.229291716685,88.1652173913044,63.9
4039800,36081039800,Queens,St. Albans,398,84.0,48.7,Protect,486,297.0,9.0,35.0,72.0164609053498,38431.17283950617,94.22905027932961,86.7
4086400,36081086400,Queens,South Ozone Park,864,59.3,48.7,Protect,742,420.0,12.0,28.0,37.73584905660377,35160.16172506739,92.70711297071125,62.4
2008700,36005008700,Bronx,Longwood,87,65.2,48.7,Preserve,2193,380.0,11.0,187.0,85.27131782945736,43413.036479708164,71.74125874125889,64.0
4017400,36081017400,Queens,South Ozone Park,174,54.4,48.6,Protect,671,452.0,13.0,17.0,25.33532041728763,35337.54098360656,96.3299798792757,59.9
2026601,36005026601,Bronx,Pelham Bay-Country Club-City Island,266.01,39.9,48.6,Produce,1461,619.0,18.0,42.0,28.747433264887064,33296.77618069815,86.41240875912399,40.6
4047500,36081047500,Queens,Elmhurst,475,52.2,48.5,Preserve,1855,467.0,14.0,29.0,15.633423180592992,58718.104582210246,77.56120527306962,43.5
4077904,36081077904,Queens,Kew Gardens Hills,779.04,43.2,48.5,Produce,2311,569.0,17.0,45.0,19.47209000432713,41142.217654694934,77.29227323628243,43.5
4051000,36081051000,Queens,Hollis,510,87.5,48.4,Protect,475,276.0,8.0,37.0,77.89473684210526,40242.0,93.12256267409475,89.2
3064400,36047064400,Brooklyn,Marine Park-Mill Basin-Bergen Beach,644,42.3,48.4,Monitor,871,571.0,17.0,8.0,9.184845005740529,40086.11136624569,95.70441458733194,57.0
2022702,36005022702,Bronx,Mount Eden-Claremont (West),227.02,57.4,48.3,Protect,556,417.0,12.0,51.0,91.72661870503597,31073.47122302158,99.90909090909122,56.0
4033900,36081033900,Queens,Jackson Heights,339,49.5,48.3,Monitor,1078,488.0,14.0,16.0,14.84230055658627,41902.31910946197,87.78409090909122,47.7
4038100,36081038100,Queens,North Corona,381,51.5,48.2,Preserve,1785,459.0,13.0,44.0,24.64985994397759,42924.318767507,77.84661354581681,46.1
1000201,36061000201,Manhattan,Chinatown-Two Bridges,2.01,23.5,48.2,Monitor,1054,1010.0,29.0,0.0,0.0,73567.05882352941,117.65517241379325,25.8
4054800,36081054800,Queens,Queens Village,548,62.8,48.2,Protect,604,377.0,11.0,10.0,16.55629139072848,42650.91059602649,94.59003831417635,41.9
4117100,36081117100,Queens,Murray Hill-Broadway Flushing,1171,56.4,48.1,Protect,992,417.0,12.0,12.0,12.096774193548386,56602.051411290326,86.2051282051284,62.6
3083400,36047083400,Brooklyn,East Flatbush-Farragut,834,56.8,48.1,Protect,599,415.0,12.0,16.0,26.71118530884808,35437.86310517529,97.1724999999999,63.8
3022200,36047022200,Brooklyn,Borough Park,222,48.0,48.0,Produce,1534,489.0,14.0,15.0,9.778357235984355,70400.84354628422,80.98704663212447,45.4
3115800,36047115800,Brooklyn,East New York (North),1158,54.0,48.0,Protect,1032,434.0,12.0,75.0,72.67441860465117,33675.87209302326,86.25171624713971,54.7
3017800,36047017800,Brooklyn,Bath Beach,178,48.5,47.9,Monitor,962,478.0,14.0,8.0,8.316008316008316,54892.96465696466,89.8809523809523,71.3
4041500,36081041500,Queens,Corona,415,74.7,47.9,Protect,1093,310.0,9.0,34.0,31.10704483074108,55428.55626715462,79.0621621621624,65.6
3072600,36047072600,Brooklyn,Flatlands,726,61.0,47.8,Protect,626,379.0,11.0,11.0,17.57188498402556,41516.1661341853,93.98046875,75.4
4092800,36081092800,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,928,33.5,47.8,Monitor,1395,691.0,20.0,5.0,3.5842293906810037,56697.44086021505,89.77712609970672,38.5
4008500,36081008500,Queens,Queensbridge-Ravenswood-Dutch Kills,85,71.8,47.8,Protect,551,321.0,9.0,7.0,12.704174228675136,66468.89292196007,93.15702479338847,67.1
4000702,36081000702,Queens,Long Island City-Hunters Point,7.02,16.6,47.7,Produce,2741,1384.0,40.0,0.0,0.0,92871.98686610725,90.08761329305116,18.2
3061002,36047061002,Brooklyn,Brighton Beach,610.02,41.0,47.7,Produce,2325,560.0,16.0,21.0,9.03225806451613,70769.48903225806,76.94594594594605,42.9
4045000,36081045000,Queens,Jamaica Hills-Briarwood,450,69.8,47.6,Protect,613,329.0,9.0,14.0,22.838499184339316,43263.132137030996,91.32898172323758,75.9
3018800,36047018800,Brooklyn,Bensonhurst,188,37.6,47.6,Monitor,950,610.0,17.0,4.0,4.2105263157894735,52866.39578947368,95.24651162790724,35.4
2018400,36005018400,Bronx,Throgs Neck-Schuylerville,184,35.3,47.5,Produce,1515,646.0,18.0,28.0,18.48184818481848,34059.069306930694,86.5251798561153,33.4
4081800,36081081800,Queens,South Ozone Park,818,57.1,47.5,Protect,1082,400.0,11.0,38.0,35.12014787430684,37560.99815157116,83.81559220389795,49.3
3062200,36047062200,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,622,62.1,47.4,Preserve,1473,367.0,10.0,63.0,42.76985743380855,41924.80244399185,77.39682539682553,67.4
4000701,36081000701,Queens,Long Island City-Hunters Point,7.01,19.2,47.4,Produce,1956,1186.0,34.0,0.0,0.0,113714.88343558281,94.02061855670127,21.0
3086400,36047086400,Brooklyn,East Flatbush-Rugby,864,56.0,47.3,Protect,854,404.0,11.0,53.0,62.06088992974239,33841.75644028103,88.66666666666674,59.5
4018401,36081018401,Queens,Baisley Park,184.01,73.6,47.3,Protect,656,306.0,9.0,27.0,41.15853658536586,39454.48170731707,88.42774566474009,72.9
4063301,36081063301,Queens,Glendale,633.01,50.9,47.3,Protect,613,443.0,13.0,9.0,14.68189233278956,37906.241435562806,98.52380952380963,36.3
4003200,36081003200,Queens,Ozone Park (North),32,73.2,47.2,Protect,476,308.0,9.0,18.0,37.81512605042017,37077.03781512605,95.4200743494423,79.2
5006700,36085006700,Staten Island,West New Brighton-Silver Lake-Grymes Hill,67,41.7,47.2,Monitor,1096,540.0,15.0,9.0,8.211678832116789,45497.13503649635,89.67596281540523,32.6
4014100,36081014100,Queens,Astoria (East)-Woodside (North),141,58.6,47.1,Protect,729,384.0,11.0,10.0,13.717421124828531,47210.53497942387,90.94838709677447,60.2
4119300,36081119300,Queens,East Flushing,1193,63.8,47.1,Protect,778,353.0,10.0,12.0,15.424164524421593,52333.72750642674,87.83902439024405,76.1
3006901,36047006901,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,69.01,27.1,47.0,Monitor,871,829.0,23.0,0.0,0.0,174109.37657864523,116.13278008298767,28.6
2009600,36005009600,Bronx,Westchester Square,96,76.4,47.0,Protect,762,294.0,8.0,51.0,66.92913385826772,39681.61417322834,84.51623376623365,76.5
3014102,36047014102,Brooklyn,Windsor Terrace-South Slope,141.02,22.1,46.9,Monitor,1330,1014.0,29.0,0.0,0.0,111480.63157894737,100.4307692307691,24.0
4015000,36081015000,Queens,South Richmond Hill,150,43.8,46.9,Monitor,610,510.0,14.0,14.0,22.950819672131146,32355.885245901638,103.96808510638311,42.1
3015200,36047015200,Brooklyn,Bay Ridge,152,52.4,46.9,Protect,918,426.0,12.0,11.0,11.982570806100217,48386.03376906318,88.28250000000003,34.9
4041400,36081041400,Queens,South Jamaica,414,46.9,46.8,Monitor,1326,476.0,13.0,100.0,75.41478129713424,32847.82805429864,83.35006973500731,46.8
4064500,36081064500,Queens,Forest Hills,645,51.4,46.8,Protect,785,434.0,12.0,9.0,11.464968152866241,44521.261146496814,92.12104283054009,44.1
3030900,36047030900,Brooklyn,Crown Heights (North),309,86.2,46.7,Protect,888,258.0,7.0,59.0,66.44144144144144,54430.507882882885,79.35582822085871,83.1
2037800,36005037800,Bronx,Williamsbridge-Olinville,378,47.3,46.7,Produce,1433,471.0,13.0,105.0,73.2728541521284,33449.56106071179,81.3315217391305,44.4
2020900,36005020900,Bronx,Mount Eden-Claremont (West),209,21.8,46.6,Produce,1769,1018.0,28.0,177.0,100.05652911249294,25879.94347088751,93.0,21.3
3069800,36047069800,Brooklyn,Marine Park-Mill Basin-Bergen Beach,698,85.2,46.6,Protect,547,260.0,7.0,13.0,23.76599634369287,75337.67824497257,88.77989130434798,90.6
3089400,36047089400,Brooklyn,Brownsville,894,67.5,46.5,Protect,1378,327.0,9.0,107.0,77.64876632801162,40811.05950653121,76.4404255319148,65.0
2021100,36005021100,Bronx,Highbridge,211,32.1,46.5,Produce,2442,691.0,19.0,132.0,54.054054054054056,30218.415233415235,79.03267973856191,32.7
4058000,36081058000,Queens,Queens Village,580,60.4,46.4,Protect,1004,363.0,10.0,34.0,33.86454183266932,39508.50597609562,83.43786295005793,61.6
1011201,36061011201,Manhattan,Midtown-Times Square,112.01,46.1,46.4,Monitor,1329,476.0,13.0,9.0,6.772009029345372,561495.8472535741,83.26666666666688,37.7
4063800,36081063800,Queens,Rosedale,638,54.5,46.4,Protect,985,403.0,11.0,22.0,22.335025380710658,40211.72588832487,85.6818713450291,52.1
4063302,36081063302,Queens,Glendale,633.02,41.6,46.3,Monitor,640,526.0,15.0,8.0,12.5,35225.71875,103.16230366492164,47.4
3064600,36047064600,Brooklyn,Marine Park-Mill Basin-Bergen Beach,646,44.8,46.3,Monitor,673,489.0,14.0,6.0,8.915304606240714,40630.475482912334,98.66793168880486,47.0
4041100,36081041100,Queens,Corona,411,42.5,46.2,Monitor,890,515.0,14.0,12.0,13.483146067415731,37108.68988764045,93.04040404040393,37.1
4045800,36081045800,Queens,Jamaica Estates-Holliswood,458,79.1,46.2,Protect,705,276.0,8.0,22.0,31.20567375886525,51338.29219858156,84.74712643678163,78.8
4011400,36081011400,Queens,Ozone Park (North),114,79.2,46.1,Protect,381,275.0,8.0,14.0,36.74540682414698,38552.913385826774,98.44444444444434,80.4
5002700,36085002700,Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,27,77.0,46.1,Protect,487,283.0,8.0,26.0,53.38809034907597,37269.67145790554,93.12217194570167,61.0
2041100,36005041100,Bronx,Bedford Park,411,51.5,46.0,Preserve,2069,422.0,12.0,163.0,78.78202029966168,36769.29917834703,74.19117647058829,50.6
2030701,36005030701,Bronx,Riverdale-Spuyten Duyvil,307.01,40.6,46.0,Produce,3038,535.0,15.0,40.0,13.166556945358789,56798.3982883476,72.00793650793685,36.1
4073100,36081073100,Queens,Forest Hills,731,49.0,46.0,Monitor,597,444.0,12.0,3.0,5.025125628140704,77978.59296482411,99.62212943632562,75.5
3047700,36047047700,Brooklyn,East Williamsburg,477,36.5,45.9,Produce,2138,595.0,16.0,13.0,6.080449017773621,108193.19317118803,78.7835990888384,44.5
2022403,36005022403,Bronx,Pelham Parkway-Van Nest,224.03,24.2,45.9,Monitor,1333,898.0,25.0,103.0,77.26931732933232,26101.012753188297,96.29411764705878,24.3
4019200,36081019200,Queens,Baisley Park,192,54.7,45.8,Protect,674,397.0,11.0,25.0,37.0919881305638,34118.14540059347,93.3918918918921,54.6
2005100,36005005100,Bronx,Mott Haven-Port Morris,51,52.3,45.8,Preserve,4292,415.0,11.0,171.0,39.841565703634664,57511.85438024231,62.03125,52.4
2022404,36005022404,Bronx,Pelham Parkway-Van Nest,224.04,29.7,45.7,Produce,1962,729.0,20.0,137.0,69.82670744138635,28376.146788990827,83.90000000000009,29.6
3079202,36047079202,Brooklyn,East Flatbush-Erasmus,792.02,20.2,45.7,Monitor,1310,1072.0,29.0,0.0,0.0,67606.62595419848,102.97008547008568,22.2
3030000,36047030000,Brooklyn,Gravesend (West),300,56.1,45.6,Protect,1352,385.0,11.0,24.0,17.75147928994083,53635.86908284024,79.1533477321816,46.7
4052400,36081052400,Queens,St. Albans,524,65.0,45.6,Protect,546,329.0,9.0,15.0,27.47252747252747,38058.131868131866,93.93349168646091,76.7
2001902,36005001902,Bronx,Mott Haven-Port Morris,19.02,20.1,45.5,Monitor,1229,1054.0,29.0,0.0,0.0,62001.38323840521,105.5982905982903,22.1
4080900,36081080900,Queens,Kew Gardens Hills,809,25.9,45.5,Produce,2817,826.0,23.0,22.0,7.809726659566915,38590.026979055736,79.47579298831397,20.8
2022102,36005022102,Bronx,Mount Eden-Claremont (West),221.02,16.7,45.5,Produce,1916,1264.0,35.0,180.0,93.94572025052192,24969.316283924843,95.80952380952408,17.0
3041402,36047041402,Brooklyn,Gravesend (East)-Homecrest,414.02,77.8,45.4,Protect,732,270.0,7.0,14.0,19.12568306010929,113212.04918032787,83.8112244897959,67.6
4077902,36081077902,Queens,Kew Gardens Hills,779.02,34.9,45.4,Produce,1783,604.0,16.0,11.0,6.16937745372967,56724.534492428495,82.0493506493508,31.2
3084000,36047084000,Brooklyn,East Flatbush-Farragut,840,48.8,45.3,Monitor,682,430.0,12.0,14.0,20.527859237536656,35615.58651026393,94.91000000000008,52.0
3062000,36047062000,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,620,73.5,45.3,Protect,703,285.0,8.0,11.0,15.647226173541963,98552.60170697013,85.45106382978724,76.2
4011600,36081011600,Queens,Ozone Park (North),116,47.9,45.2,Monitor,593,436.0,12.0,19.0,32.04047217537943,32297.200674536256,99.19875776397521,39.9
1021000,36061021000,Manhattan,East Harlem (North),210,37.1,45.2,Produce,3315,565.0,15.0,154.0,46.45550527903469,34953.1221719457,71.5,39.1
